Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Spain,Culleredo,30,Good,0,Good,30,Good,2,Good,13,Good
India,Cuncolim,73,Moderate,0,Good,25,Good,0,Good,73,Moderate
Brazil,Curvelo,42,Good,1,Good,2,Good,4,Good,42,Good
Germany,Cuxhaven,35,Good,0,Good,35,Good,0,Good,30,Good
United States Of America,Cypress Lake,46,Good,1,Good,25,Good,5,Good,46,Good
Poland,Czestochowa,93,Moderate,1,Good,27,Good,4,Good,93,Moderate
Guinea,Dalaba,63,Moderate,2,Good,13,Good,0,Good,63,Moderate
Pakistan,Dalbandin,160,Unhealthy,0,Good,39,Good,0,Good,160,Unhealthy
France,Beaune,39,Good,1,Good,26,Good,1,Good,39,Good
United States Of America,Bedford,56,Moderate,1,Good,18,Good,6,Good,56,Moderate
Ghana,Begoro,105,Unhealthy For Sensitive Groups,2,Good,13,Good,2,Good,105,Unhealthy For Sensitive Groups
China,Beipiao,93,Moderate,2,Good,90,Moderate,1,Good,93,Moderate
Brazil,Bela Cruz,45,Good,0,Good,22,Good,0,Good,45,Good
Bolivia (Plurinational State Of),Bermejo,54,Moderate,1,Good,8,Good,1,Good,54,Moderate
Germany,Bernburg,36,Good,0,Good,29,Good,2,Good,36,Good
United States Of America,Berwick,50,Good,1,Good,35,Good,5,Good,50,Good
India,Betma,153,Unhealthy,1,Good,34,Good,0,Good,153,Unhealthy
United States Of America,Beverly,48,Good,1,Good,36,Good,5,Good,48,Good
Russian Federation,Bezhetsk,24,Good,0,Good,24,Good,0,Good,24,Good
Bangladesh,Bhairab Bazar,132,Unhealthy For Sensitive Groups,3,Good,44,Good,4,Good,132,Unhealthy For Sensitive Groups
Pakistan,Bhalwal,179,Unhealthy,3,Good,179,Unhealthy,2,Good,166,Unhealthy
India,Bhimavaram,124,Unhealthy For Sensitive Groups,1,Good,36,Good,1,Good,124,Unhealthy For Sensitive Groups
India,Bhinmal,202,Very Unhealthy,0,Good,34,Good,0,Good,202,Very Unhealthy
India,Bhiwandi,151,Unhealthy,1,Good,26,Good,1,Good,151,Unhealthy
Indonesia,Binjai,92,Moderate,2,Good,45,Good,0,Good,92,Moderate
Brazil,Baiao,39,Good,1,Good,5,Good,0,Good,39,Good
Russian Federation,Baksan,48,Good,1,Good,39,Good,1,Good,48,Good
Sudan,Bara,52,Moderate,2,Good,17,Good,0,Good,52,Moderate
Colombia,Baranoa,104,Unhealthy For Sensitive Groups,1,Good,16,Good,2,Good,104,Unhealthy For Sensitive Groups
Philippines,Baras,51,Moderate,1,Good,27,Good,1,Good,51,Moderate
Iran (Islamic Republic Of),Bardsir,91,Moderate,1,Good,49,Good,0,Good,91,Moderate
India,Bari Sadri,167,Unhealthy,1,Good,32,Good,0,Good,167,Unhealthy
Thailand,Nong Bua,38,Good,0,Good,20,Good,0,Good,38,Good
Thailand,Nong Han,57,Moderate,0,Good,25,Good,0,Good,57,Moderate
Netherlands,Noordwijkerhout,41,Good,1,Good,27,Good,5,Good,41,Good
United States Of America,North Andrews Gardens,78,Moderate,1,Good,11,Good,12,Good,78,Moderate
United States Of America,Northbridge,47,Good,1,Good,46,Good,2,Good,47,Good
United Kingdom Of Great Britain And Northern Ireland,Norwich,29,Good,0,Good,29,Good,3,Good,18,Good
Serbia,Novi Becej,60,Moderate,1,Good,34,Good,1,Good,60,Moderate
Netherlands,Nuenen,37,Good,1,Good,32,Good,3,Good,37,Good
Chile,Nueva Imperial,61,Moderate,2,Good,2,Good,9,Good,61,Moderate
Panama,Nuevo Arraijan,67,Moderate,2,Good,20,Good,5,Good,67,Moderate
Mexico,Nuevo Casas Grandes,46,Good,1,Good,17,Good,2,Good,46,Good
United States Of America,Oak Lawn,79,Moderate,2,Good,13,Good,27,Good,79,Moderate
United States Of America,Oakdale,53,Moderate,1,Good,24,Good,9,Good,53,Moderate
Ghana,Obuasi,81,Moderate,1,Good,18,Good,0,Good,81,Moderate
Japan,Odawara,39,Good,1,Good,38,Good,2,Good,39,Good
Germany,Oer Erkenschwick,34,Good,1,Good,34,Good,2,Good,27,Good
Republic Of North Macedonia,Ohrid,42,Good,1,Good,41,Good,0,Good,42,Good
Japan,Okawa,41,Good,2,Good,36,Good,5,Good,41,Good
Poland,Olecko,47,Good,1,Good,36,Good,0,Good,47,Good
Germany,Olfen,32,Good,1,Good,27,Good,4,Good,32,Good
Brazil,Olindina,25,Good,0,Good,6,Good,1,Good,25,Good
Japan,Omagari,35,Good,1,Good,35,Good,0,Good,15,Good
Netherlands,Oostburg,36,Good,1,Good,26,Good,3,Good,36,Good
United States Of America,Orem,73,Moderate,2,Good,26,Good,7,Good,73,Moderate
United States Of America,Orinda,52,Moderate,1,Good,22,Good,11,Good,52,Moderate
Poland,Ostrzeszow,35,Good,1,Good,32,Good,1,Good,35,Good
Guatemala,Ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,Moderate
Congo,Ouesso,71,Moderate,3,Good,18,Good,0,Good,71,Moderate
Brazil,Ouro Preto,61,Moderate,2,Good,3,Good,5,Good,61,Moderate
Nigeria,Oyo,80,Moderate,2,Good,22,Good,1,Good,80,Moderate
Kyrgyzstan,Ozgon,101,Unhealthy For Sensitive Groups,1,Good,60,Moderate,0,Good,101,Unhealthy For Sensitive Groups
Italy,Pachino,48,Good,1,Good,45,Good,0,Good,48,Good
India,Padra,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy
Mauritius,Pailles,30,Good,0,Good,28,Good,0,Good,30,Good
France,Paita,27,Good,0,Good,27,Good,0,Good,10,Good
India,Palakkodu,57,Moderate,0,Good,30,Good,0,Good,57,Moderate
Philippines,Palo,55,Moderate,1,Good,20,Good,0,Good,55,Moderate
Indonesia,Pamekasan,54,Moderate,1,Good,35,Good,0,Good,54,Moderate
China,Panchiao,69,Moderate,1,Good,45,Good,4,Good,69,Moderate
China,Panshi,76,Moderate,3,Good,32,Good,2,Good,76,Moderate
China,Panzhihua,74,Moderate,3,Good,29,Good,2,Good,74,Moderate
Brazil,Paragominas,36,Good,1,Good,2,Good,0,Good,36,Good
Brazil,Paraguacu,51,Moderate,1,Good,7,Good,4,Good,51,Moderate
Peru,Paramonga,41,Good,1,Good,18,Good,1,Good,41,Good
United States Of America,Parkville,56,Moderate,1,Good,44,Good,4,Good,56,Moderate
United States Of America,Pasadena,58,Moderate,1,Good,43,Good,5,Good,58,Moderate
United States Of America,Pataskala,45,Good,1,Good,32,Good,7,Good,45,Good
Kazakhstan,Pavlodar,50,Good,1,Good,41,Good,0,Good,50,Good
India,Payyannur,68,Moderate,0,Good,24,Good,0,Good,68,Moderate
United States Of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good
Greece,Perama,67,Moderate,1,Good,44,Good,2,Good,67,Moderate
Mexico,Perote,77,Moderate,3,Good,7,Good,8,Good,77,Moderate
Serbia,Petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,Moderate
Thailand,Phanom Thuan,42,Good,0,Good,19,Good,0,Good,42,Good
Thailand,Phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,Moderate
Thailand,Phetchaburi,35,Good,0,Good,17,Good,0,Good,35,Good
India,Phillaur,444,Hazardous,2,Good,111,Unhealthy For Sensitive Groups,1,Good,391,Hazardous
Egypt,Rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate
Italy,Rossano,48,Good,1,Good,48,Good,0,Good,12,Good
Russian Federation,Rostov,32,Good,1,Good,32,Good,0,Good,26,Good
United Kingdom Of Great Britain And Northern Ireland,Royton,56,Moderate,0,Good,32,Good,1,Good,56,Moderate
Germany,Rudolstadt,32,Good,1,Good,32,Good,1,Good,30,Good
Czechia,Rumburk,29,Good,0,Good,29,Good,2,Good,29,Good
Malawi,Rumphi,28,Good,0,Good,19,Good,0,Good,28,Good
Switzerland,Ruti,34,Good,1,Good,25,Good,2,Good,34,Good
Brazil,Ruy Barbosa,18,Good,0,Good,8,Good,0,Good,18,Good
Serbia,Sabac,68,Moderate,1,Good,32,Good,1,Good,68,Moderate
Cuba,Sagua La Grande,89,Moderate,1,Good,22,Good,1,Good,89,Moderate
India,Sahibganj,208,Very Unhealthy,3,Good,152,Unhealthy,1,Good,208,Very Unhealthy
United States Of America,Saint Matthews,58,Moderate,2,Good,29,Good,12,Good,58,Moderate
United States Of America,Saint Pete Beach,53,Moderate,1,Good,40,Good,6,Good,53,Moderate
Canada,Saint Thomas,35,Good,1,Good,35,Good,3,Good,34,Good
France,Saint Cyr Sur Loire,37,Good,1,Good,25,Good,2,Good,37,Good
Belgium,Saint Nicolas,35,Good,1,Good,32,Good,3,Good,35,Good
France,Saint Quentin,39,Good,1,Good,25,Good,2,Good,39,Good
Saudi Arabia,Sakakah,122,Unhealthy For Sensitive Groups,1,Good,49,Good,0,Good,122,Unhealthy For Sensitive Groups
Japan,Sakurai,40,Good,1,Good,40,Good,2,Good,34,Good
United Kingdom Of Great Britain And Northern Ireland,Salford,58,Moderate,0,Good,32,Good,1,Good,58,Moderate
India,Salon,303,Hazardous,1,Good,48,Good,0,Good,260,Very Unhealthy
Brazil,Salvador,30,Good,0,Good,16,Good,1,Good,30,Good
India,Sambhar,193,Unhealthy,0,Good,38,Good,0,Good,193,Unhealthy
Turkey,Samsun,36,Good,1,Good,36,Good,0,Good,30,Good
Indonesia,Prabumulih,49,Good,1,Good,30,Good,0,Good,49,Good
Brazil,Presidente Prudente,32,Good,1,Good,14,Good,1,Good,32,Good
United States Of America,Prichard,28,Good,1,Good,22,Good,4,Good,28,Good
Canada,Prince George,21,Good,1,Good,21,Good,1,Good,13,Good
Indonesia,Pringsewu,63,Moderate,2,Good,40,Good,0,Good,63,Moderate
Peru,Pucallpa,30,Good,1,Good,1,Good,0,Good,30,Good
Spain,Puertollano,32,Good,1,Good,30,Good,1,Good,32,Good
Mexico,Purepero,48,Good,1,Good,5,Good,4,Good,48,Good
Israel,Qiryat Gat,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate
Chile,Quillota,182,Unhealthy,14,Good,1,Good,23,Good,182,Unhealthy
India,Rafiganj,356,Hazardous,1,Good,60,Moderate,0,Good,284,Very Unhealthy
United States Of America,Rahway,62,Moderate,1,Good,44,Good,5,Good,62,Moderate
Bangladesh,Rajshahi,191,Unhealthy,2,Good,133,Unhealthy For Sensitive Groups,2,Good,191,Unhealthy
India,Rajur,150,Unhealthy,1,Good,41,Good,0,Good,150,Unhealthy
Thailand,Phrai Bung,53,Moderate,0,Good,27,Good,0,Good,53,Moderate
India,Phulpur,226,Very Unhealthy,1,Good,48,Good,1,Good,226,Very Unhealthy
Brazil,Picos,16,Good,0,Good,12,Good,0,Good,16,Good
Finland,Pietarsaari,34,Good,1,Good,34,Good,1,Good,17,Good
Germany,Pirmasens,30,Good,1,Good,27,Good,2,Good,30,Good
United States Of America,Plum,55,Moderate,2,Good,26,Good,12,Good,55,Moderate
Benin,Pobe,73,Moderate,1,Good,20,Good,1,Good,73,Moderate
Italy,Policoro,46,Good,1,Good,46,Good,0,Good,14,Good
Sierra Leone,Port Loko,48,Good,1,Good,16,Good,0,Good,48,Good
Haiti,Port De Paix,103,Unhealthy For Sensitive Groups,1,Good,25,Good,1,Good,103,Unhealthy For Sensitive Groups
Portugal,Porto Salvo,46,Good,0,Good,30,Good,2,Good,46,Good
United States Of America,Poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,Good
United States Of America,Randallstown,52,Moderate,1,Good,44,Good,4,Good,52,Moderate
India,Rania,500,Hazardous,1,Good,40,Good,0,Good,464,Hazardous
Thailand,Ranong,36,Good,0,Good,16,Good,0,Good,36,Good
Germany,Rathenow,39,Good,0,Good,39,Good,0,Good,23,Good
Russian Federation,Reutov,58,Moderate,1,Good,25,Good,9,Good,58,Moderate
Brazil,Ribeira Do Pombal,24,Good,0,Good,7,Good,1,Good,24,Good
Brazil,Ribeirao Bonito,52,Moderate,1,Good,4,Good,3,Good,52,Moderate
United States Of America,Richardson,56,Moderate,1,Good,21,Good,6,Good,56,Moderate
United States Of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
Brazil,Rio Bonito,95,Moderate,3,Good,23,Good,8,Good,95,Moderate
Peru,Rioja,25,Good,1,Good,3,Good,0,Good,25,Good
France,Riom,40,Good,1,Good,30,Good,1,Good,40,Good
Lebanon,Riyaq,78,Moderate,1,Good,46,Good,1,Good,78,Moderate
Italy,Rocca Priora,47,Good,1,Good,47,Good,2,Good,27,Good
France,Rodez,42,Good,1,Good,31,Good,1,Good,42,Good
Brazil,Rolandia,39,Good,1,Good,14,Good,2,Good,39,Good
France,Romans Sur Isere,37,Good,1,Good,30,Good,1,Good,37,Good
Philippines,Romblon,50,Good,1,Good,23,Good,0,Good,50,Good
India,Dalmau,190,Unhealthy,2,Good,98,Moderate,1,Good,190,Unhealthy
United States Of America,Daly City,62,Moderate,1,Good,18,Good,13,Good,62,Moderate
India,Damnagar,152,Unhealthy,0,Good,29,Good,0,Good,152,Unhealthy
Thailand,Dan Khun Thot,56,Moderate,1,Good,31,Good,0,Good,56,Moderate
China,Dancheng,145,Unhealthy For Sensitive Groups,2,Good,145,Unhealthy For Sensitive Groups,3,Good,82,Moderate
India,Dankaur,292,Very Unhealthy,3,Good,136,Unhealthy For Sensitive Groups,3,Good,292,Very Unhealthy
United Republic Of Tanzania,Dareda,20,Good,0,Good,14,Good,0,Good,20,Good
India,Dattapur,153,Unhealthy,0,Good,29,Good,0,Good,153,Unhealthy
Brazil,Delmiro Gouveia,25,Good,0,Good,9,Good,1,Good,25,Good
Uruguay,Delta Del Tigre,38,Good,1,Good,19,Good,2,Good,38,Good
India,Delvada,158,Unhealthy,0,Good,25,Good,0,Good,158,Unhealthy
Russian Federation,Desnogorsk,34,Good,1,Good,34,Good,0,Good,10,Good
Turkey,Develi,46,Good,1,Good,29,Good,0,Good,46,Good
India,Dewa,173,Unhealthy,3,Good,159,Unhealthy,1,Good,173,Unhealthy
Turkey,Dinar,44,Good,1,Good,33,Good,0,Good,44,Good
Ukraine,Dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good
Benin,Dogbo,101,Unhealthy For Sensitive Groups,3,Good,18,Good,2,Good,101,Unhealthy For Sensitive Groups
Russian Federation,Donskoye,37,Good,1,Good,37,Good,0,Good,30,Good
United States Of America,Dumas,60,Moderate,1,Good,22,Good,3,Good,60,Moderate
United Republic Of Tanzania,Dunda,23,Good,0,Good,17,Good,0,Good,23,Good
United States Of America,Dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate
United States Of America,Eatontown,28,Good,1,Good,28,Good,8,Good,25,Good
Mexico,Ebano,91,Moderate,2,Good,22,Good,3,Good,91,Moderate
United States Of America,El Campo,39,Good,1,Good,22,Good,1,Good,39,Good
Mexico,El Pueblito,66,Moderate,1,Good,10,Good,5,Good,66,Moderate
Bolivia (Plurinational State Of),El Torno,6,Good,0,Good,5,Good,0,Good,6,Good
United States Of America,Ellicott City,44,Good,1,Good,27,Good,10,Good,44,Good
Pakistan,Eminabad,153,Unhealthy,3,Good,153,Unhealthy,1,Good,152,Unhealthy
Japan,Ena,42,Good,1,Good,42,Good,0,Good,12,Good
Italy,Giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate
United Kingdom Of Great Britain And Northern Ireland,Glenrothes,35,Good,1,Good,22,Good,6,Good,35,Good
United Kingdom Of Great Britain And Northern Ireland,Glossop,27,Good,1,Good,25,Good,3,Good,27,Good
Namibia,Gobabis,19,Good,0,Good,18,Good,0,Good,19,Good
India,Gobindapur,198,Unhealthy,3,Good,91,Moderate,3,Good,198,Unhealthy
India,Gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy
Spain,Godella,33,Good,1,Good,33,Good,1,Good,28,Good
India,Gohad,194,Unhealthy,1,Good,46,Good,0,Good,194,Unhealthy
India,Gohana,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous
Brazil,Goiatuba,37,Good,1,Good,3,Good,3,Good,37,Good
Netherlands,Goirle,30,Good,0,Good,30,Good,2,Good,27,Good
United States Of America,Golden Glades,61,Moderate,1,Good,10,Good,16,Good,61,Moderate
Poland,Goleniow,32,Good,1,Good,24,Good,3,Good,32,Good
Iran (Islamic Republic Of),Gonbad E Qabus,84,Moderate,1,Good,45,Good,0,Good,84,Moderate
Russian Federation,Gorodishche,33,Good,1,Good,33,Good,1,Good,21,Good
Japan,Gotsu,44,Good,1,Good,44,Good,0,Good,15,Good
Albania,Gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate
United States Of America,Granger,57,Moderate,2,Good,21,Good,11,Good,57,Moderate
United States Of America,Grants Pass,29,Good,1,Good,29,Good,2,Good,27,Good
Mexico,Guasave,35,Good,1,Good,22,Good,1,Good,35,Good
Germany,Guben,37,Good,1,Good,21,Good,4,Good,37,Good
Cameroon,Guider,76,Moderate,3,Good,8,Good,1,Good,76,Moderate
China,Guilin,90,Moderate,3,Good,46,Good,3,Good,90,Moderate
France,Guipavas,34,Good,1,Good,26,Good,9,Good,34,Good
United States Of America,Fort Walton Beach,65,Moderate,1,Good,30,Good,1,Good,65,Moderate
France,Fosses,29,Good,0,Good,28,Good,2,Good,29,Good
United States Of America,Fountain Hills,37,Good,1,Good,27,Good,8,Good,37,Good
United States Of America,Fountain,72,Moderate,1,Good,29,Good,3,Good,72,Moderate
Brazil,Francisco Morato,169,Unhealthy,7,Good,0,Good,21,Good,169,Unhealthy
Germany,Freiberg,36,Good,1,Good,25,Good,3,Good,36,Good
United States Of America,Front Royal,46,Good,1,Good,37,Good,2,Good,46,Good
Japan,Fuchu,71,Moderate,1,Good,71,Moderate,3,Good,49,Good
Germany,Gaggenau,29,Good,0,Good,29,Good,2,Good,26,Good
Israel,Gan Yavne,77,Moderate,1,Good,43,Good,6,Good,77,Moderate
India,Gauribidanur,48,Good,0,Good,24,Good,0,Good,48,Good
Spain,Gava,57,Moderate,1,Good,19,Good,10,Good,57,Moderate
Italy,Gela,53,Moderate,1,Good,38,Good,2,Good,53,Moderate
Netherlands,Gennep,30,Good,0,Good,25,Good,3,Good,30,Good
Germany,Genthin,31,Good,0,Good,30,Good,1,Good,31,Good
Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good
Germany,Gera,30,Good,0,Good,28,Good,2,Good,30,Good
India,Gevrai,120,Unhealthy For Sensitive Groups,1,Good,30,Good,0,Good,120,Unhealthy For Sensitive Groups
United States Of America,Lake Jackson,25,Good,0,Good,24,Good,2,Good,25,Good
United States Of America,Lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate
Thailand,Lam Luk Ka,66,Moderate,1,Good,28,Good,1,Good,66,Moderate
Philippines,Lamacan,70,Moderate,1,Good,21,Good,0,Good,70,Moderate
Iran (Islamic Republic Of),Lar,105,Unhealthy For Sensitive Groups,1,Good,49,Good,0,Good,105,Unhealthy For Sensitive Groups
Brazil,Laranjeiras Do Sul,12,Good,1,Good,12,Good,0,Good,11,Good
China,Lasa,25,Good,0,Good,25,Good,0,Good,12,Good
India,Lasalgaon,129,Unhealthy For Sensitive Groups,0,Good,30,Good,0,Good,129,Unhealthy For Sensitive Groups
Germany,Lauda Konigshofen,32,Good,1,Good,27,Good,3,Good,32,Good
France,Le Port,42,Good,1,Good,28,Good,0,Good,42,Good
Brazil,Lencois Paulista,34,Good,1,Good,13,Good,1,Good,34,Good
Colombia,Lerida,60,Moderate,2,Good,8,Good,4,Good,60,Moderate
Netherlands,Leusden,33,Good,0,Good,33,Good,1,Good,26,Good
United Kingdom Of Great Britain And Northern Ireland,Lewes,37,Good,1,Good,12,Good,13,Good,37,Good
Philippines,Lianga,50,Good,1,Good,20,Good,0,Good,50,Good
France,Libourne,46,Good,1,Good,26,Good,2,Good,46,Good
Germany,Limbach Oberfrohna,31,Good,0,Good,28,Good,1,Good,31,Good
Malaysia,Limbang,95,Moderate,9,Good,95,Moderate,0,Good,46,Good
China,Lishan,192,Unhealthy,4,Good,192,Unhealthy,6,Good,124,Unhealthy For Sensitive Groups
Czechia,Litovel,49,Good,1,Good,24,Good,2,Good,49,Good
Belgium,Lokeren,31,Good,0,Good,31,Good,2,Good,31,Good
Belgium,Londerzeel,34,Good,0,Good,29,Good,3,Good,34,Good
Netherlands,Loon Op Zand,32,Good,0,Good,27,Good,3,Good,32,Good
Congo,Loubomo,100,Unhealthy For Sensitive Groups,1,Good,16,Good,0,Good,100,Unhealthy For Sensitive Groups
Senegal,Louga,176,Unhealthy,2,Good,21,Good,3,Good,176,Unhealthy
Poland,Lubin,35,Good,1,Good,20,Good,3,Good,35,Good
Poland,Lublin,32,Good,1,Good,32,Good,1,Good,28,Good
Indonesia,Lubuk Pakam,98,Moderate,2,Good,47,Good,0,Good,98,Moderate
Philippines,Lucena,32,Good,1,Good,29,Good,0,Good,32,Good
India,Lunavada,164,Unhealthy,1,Good,35,Good,0,Good,164,Unhealthy
Ukraine,Lvov,61,Moderate,1,Good,29,Good,1,Good,61,Moderate
Brazil,Macapa,16,Good,1,Good,12,Good,0,Good,16,Good
Pakistan,Madeji,167,Unhealthy,1,Good,49,Good,1,Good,167,Unhealthy
Lesotho,Mafeteng,117,Unhealthy For Sensitive Groups,4,Good,14,Good,7,Good,117,Unhealthy For Sensitive Groups
United States Of America,Magnolia,56,Moderate,1,Good,25,Good,2,Good,56,Moderate
United Republic Of Tanzania,Magomeni,50,Good,0,Good,23,Good,0,Good,50,Good
India,Mahbubabad,119,Unhealthy For Sensitive Groups,1,Good,35,Good,0,Good,119,Unhealthy For Sensitive Groups
India,Mahoba,180,Unhealthy,1,Good,45,Good,0,Good,180,Unhealthy
India,Maihar,171,Unhealthy,1,Good,36,Good,0,Good,171,Unhealthy
India,Mainpuri,434,Hazardous,1,Good,53,Moderate,1,Good,362,Hazardous
United States Of America,Maitland,53,Moderate,1,Good,18,Good,14,Good,53,Moderate
Ukraine,Makiyivka,50,Good,1,Good,24,Good,11,Good,50,Good
France,Malakoff,40,Good,1,Good,26,Good,3,Good,40,Good
Philippines,Malandag,55,Moderate,1,Good,19,Good,0,Good,55,Moderate
Benin,Malanville,34,Good,1,Good,18,Good,1,Good,34,Good
Iran (Islamic Republic Of),Malard,172,Unhealthy,3,Good,172,Unhealthy,5,Good,145,Unhealthy For Sensitive Groups
Italy,Malnate,69,Moderate,1,Good,22,Good,6,Good,69,Moderate
Mongolia,Mandalgovi,38,Good,0,Good,38,Good,0,Good,34,Good
India,Mangawan,184,Unhealthy,1,Good,39,Good,1,Good,184,Unhealthy
Democratic Republic Of The Congo,Manono,74,Moderate,2,Good,23,Good,1,Good,74,Moderate
Venezuela (Bolivarian Republic Of),Maracaibo,118,Unhealthy For Sensitive Groups,1,Good,17,Good,4,Good,118,Unhealthy For Sensitive Groups
Italy,Marano Di Napoli,52,Moderate,1,Good,52,Moderate,1,Good,36,Good
India,Gunnaur,500,Hazardous,1,Good,73,Moderate,1,Good,500,Hazardous
Germany,Hagen,30,Good,0,Good,30,Good,1,Good,25,Good
China,Haian,207,Very Unhealthy,4,Good,207,Very Unhealthy,3,Good,150,Unhealthy
France,Halluin,35,Good,0,Good,28,Good,2,Good,35,Good
Germany,Hamburg,34,Good,0,Good,28,Good,2,Good,34,Good
United States Of America,Hanahan,73,Moderate,2,Good,35,Good,8,Good,73,Moderate
Japan,Hanamaki,38,Good,1,Good,38,Good,0,Good,20,Good
India,Hangal,70,Moderate,0,Good,22,Good,0,Good,70,Moderate
Bulgaria,Harmanli,40,Good,1,Good,40,Good,1,Good,24,Good
Pakistan,Harunabad,500,Hazardous,1,Good,43,Good,0,Good,443,Hazardous
Germany,Hattingen,28,Good,0,Good,27,Good,2,Good,28,Good
United States Of America,Hauppauge,52,Moderate,1,Good,27,Good,12,Good,52,Moderate
United States Of America,Hayward,70,Moderate,2,Good,20,Good,20,Good,70,Moderate
Finland,Heinola,33,Good,0,Good,33,Good,0,Good,5,Good
Japan,Hekinan,59,Moderate,1,Good,59,Moderate,1,Good,23,Good
Germany,Hemsbach,30,Good,0,Good,30,Good,1,Good,24,Good
China,Hengyang,169,Unhealthy,4,Good,169,Unhealthy,3,Good,150,Unhealthy
Japan,Hirata,45,Good,1,Good,45,Good,0,Good,16,Good
Japan,Hobara,44,Good,1,Good,44,Good,0,Good,22,Good
United States Of America,Hoboken,61,Moderate,1,Good,27,Good,11,Good,61,Moderate
Somalia,Hobyo,58,Moderate,0,Good,21,Good,0,Good,58,Moderate
Japan,Hofu,44,Good,1,Good,44,Good,0,Good,32,Good
Solomon Islands,Honiara,18,Good,0,Good,18,Good,0,Good,6,Good
India,Honnali,65,Moderate,0,Good,22,Good,0,Good,65,Moderate
Paraguay,Horqueta,20,Good,0,Good,20,Good,0,Good,20,Good
Armenia,Hrazdan,31,Good,0,Good,31,Good,0,Good,30,Good
China,Hsinchu,138,Unhealthy For Sensitive Groups,3,Good,138,Unhealthy For Sensitive Groups,2,Good,112,Unhealthy For Sensitive Groups
Peru,Huaura,39,Good,1,Good,19,Good,1,Good,39,Good
Zimbabwe,Hwange,44,Good,0,Good,17,Good,0,Good,44,Good
Japan,Ichihara,74,Moderate,1,Good,74,Moderate,1,Good,35,Good
India,Idukki,51,Moderate,0,Good,23,Good,0,Good,51,Moderate
Nigeria,Ikom,125,Unhealthy For Sensitive Groups,5,Good,16,Good,2,Good,125,Unhealthy For Sensitive Groups
India,Khed,95,Moderate,0,Good,22,Good,0,Good,95,Moderate
India,Khetri,500,Hazardous,1,Good,40,Good,0,Good,376,Hazardous
Russian Federation,Khimki,40,Good,1,Good,30,Good,8,Good,40,Good
India,Khopoli,108,Unhealthy For Sensitive Groups,0,Good,23,Good,0,Good,108,Unhealthy For Sensitive Groups
Namibia,Khorixas,72,Moderate,0,Good,19,Good,0,Good,72,Moderate
Ukraine,Khotyn,75,Moderate,1,Good,37,Good,1,Good,75,Moderate
United Republic Of Tanzania,Kibara,20,Good,0,Good,14,Good,0,Good,20,Good
Turkey,Kilis,64,Moderate,1,Good,41,Good,0,Good,64,Moderate
Ukraine,Kiliya,37,Good,1,Good,37,Good,0,Good,30,Good
United States Of America,Killeen,40,Good,0,Good,21,Good,1,Good,40,Good
